Year,State,County,Average Number Unemployed,Average Percent Unemployed,Number of Crimes,Total Labor Force,Corrdinates
2015,IA,Hardin,351.25,3.991666667,541,8821.5,"(42.4285425, -93.17796589999999)"
2010,IA,Howard,335.5,6.308333332999999,356,5338.75,"(43.3819496, -92.38136209999999)"
2011,IA,Howard,284.1666667,5.333333333,291,5320.166667,"(43.3819496, -92.38136209999999)"
2012,IA,Howard,240.25,4.608333333,195,5200.083333,"(43.3819496, -92.38136209999999)"
2013,IA,Howard,241.5,4.625,187,5230.583333,"(43.3819496, -92.38136209999999)"
2014,IA,Howard,215.25,4.058333333,264,5323.583333,"(43.3819496, -92.38136209999999)"
2015,IA,Howard,194.25,3.608333333,221,5379.416667,"(43.3819496, -92.38136209999999)"
2010,IA,Jasper,1388.583333,7.308333332999999,1426,19025.08333,"(41.6414924, -93.0175712)"
2011,IA,Jasper,1246.083333,6.7,1641,18604.75,"(41.6414924, -93.0175712)"
2012,IA,Jasper,1102.916667,5.95,1640,18543.0,"(41.6414924, -93.0175712)"
2013,IA,Jasper,967.8333332999997,5.083333333,1610,19056.75,"(41.6414924, -93.0175712)"
2014,IA,Jasper,855.0833332999997,4.425,1769,19355.58333,"(41.6414924, -93.0175712)"
2015,IA,Jasper,747.8333332999998,3.916666667,1476,19119.08333,"(41.6414924, -93.0175712)"
2010,IA,Keokuk,362.25,6.533333333,10,5547.75,"(41.3397063, -92.2236667)"
2011,IA,Keokuk,335.0,6.125,42,5471.5,"(41.3397063, -92.2236667)"
2012,IA,Keokuk,297.4166667,5.4916666670000005,17,5424.25,"(41.3397063, -92.2236667)"
2013,IA,Keokuk,278.0,5.075,106,5477.833333,"(41.3397063, -92.2236667)"
2014,IA,Keokuk,244.3333333,4.433333333,106,5524.416667,"(41.3397063, -92.2236667)"
2015,IA,Keokuk,232.8333333,4.283333333,140,5427.916667,"(41.3397063, -92.2236667)"
2010,IA,Louisa,433.1666667,7.266666667000001,169,5963.666667,"(41.19330009999999, -91.28910359999999)"
2011,IA,Louisa,359.75,6.083333333,162,5904.583333,"(41.19330009999999, -91.28910359999999)"
2012,IA,Louisa,317.0,5.483333332999999,219,5787.75,"(41.19330009999999, -91.28910359999999)"
2013,IA,Louisa,295.5833333,5.066666667,126,5850.666667,"(41.19330009999999, -91.28910359999999)"
2014,IA,Louisa,267.0,4.5,135,5941.833333,"(41.19330009999999, -91.28910359999999)"
2015,IA,Louisa,230.0,3.816666667,103,6029.25,"(41.19330009999999, -91.28910359999999)"
2010,IA,Marion,1043.0,5.933333332999999,632,17599.5,"(41.3173818, -93.17796589999999)"
2011,IA,Marion,934.0833332999997,5.433333332999999,700,17162.66667,"(41.3173818, -93.17796589999999)"
2012,IA,Marion,819.75,4.808333333,488,17064.41667,"(41.3173818, -93.17796589999999)"
2013,IA,Marion,771.8333332999998,4.458333333,672,17321.66667,"(41.3173818, -93.17796589999999)"
2014,IA,Marion,664.8333332999998,3.808333333,712,17461.91667,"(41.3173818, -93.17796589999999)"
2015,IA,Marion,574.6666667000002,3.291666667,765,17445.41667,"(41.3173818, -93.17796589999999)"
2010,IA,Monona,352.4166667,7.216666667,58,4887.333333,"(42.001594, -95.9832577)"
2011,IA,Monona,331.0,6.916666667,41,4774.416667,"(42.001594, -95.9832577)"
2012,IA,Monona,289.6666667,6.391666667000001,78,4534.833333,"(42.001594, -95.9832577)"
2013,IA,Monona,264.9166667,5.733333332999999,226,4624.666667,"(42.001594, -95.9832577)"
2014,IA,Monona,236.9166667,4.983333333,224,4763.166667,"(42.001594, -95.9832577)"
2015,IA,Monona,210.6666667,4.425,354,4765.5,"(42.001594, -95.9832577)"
2010,IA,Monroe,295.6666667,7.216666667,198,4096.5,"(41.0040981, -92.8577105)"
2011,IA,Monroe,270.5833333,6.691666667000001,209,4033.333333,"(41.0040981, -92.8577105)"
2012,IA,Monroe,229.0,5.75,301,3978.583333,"(41.0040981, -92.8577105)"
2013,IA,Monroe,229.1666667,5.683333332999999,260,4025.833333,"(41.0040981, -92.8577105)"
2014,IA,Monroe,204.8333333,5.016666667,143,4080.0,"(41.0040981, -92.8577105)"
2015,IA,Monroe,180.3333333,4.475,214,4040.416667,"(41.0040981, -92.8577105)"
2010,IA,Shelby,300.4166667,4.558333333,12,6612.166667,"(41.7177667, -95.3102505)"
2011,IA,Shelby,290.0,4.333333333,18,6716.5,"(41.7177667, -95.3102505)"
2012,IA,Shelby,262.75,3.758333333,10,6991.333333,"(41.7177667, -95.3102505)"
2013,IA,Shelby,260.5833333,3.766666667,14,6941.166667,"(41.7177667, -95.3102505)"
2014,IA,Shelby,221.0833333,3.15,0,7062.916667,"(41.7177667, -95.3102505)"
2015,IA,Shelby,202.3333333,2.883333333,15,7023.583333,"(41.7177667, -95.3102505)"
2010,IA,Taylor,177.33333330000005,5.558333332999999,72,3189.0,"(40.7846069, -94.645035)"
2011,IA,Taylor,148.83333330000005,4.733333333,26,3150.333333,"(40.7846069, -94.645035)"
2012,IA,Taylor,127.75,4.066666667,40,3141.833333,"(40.7846069, -94.645035)"
2013,IA,Taylor,120.4166667,3.808333333,44,3166.5,"(40.7846069, -94.645035)"
2014,IA,Taylor,119.0833333,3.666666667,53,3247.083333,"(40.7846069, -94.645035)"
2015,IA,Taylor,103.4166667,3.191666667,53,3241.666667,"(40.7846069, -94.645035)"
2010,IA,Warren,1485.916667,5.641666667000001,1446,26356.58333,"(41.30805489999999, -93.5003454)"
2011,IA,Warren,1345.416667,5.183333333,1496,25952.33333,"(41.30805489999999, -93.5003454)"
2012,IA,Warren,1234.833333,4.766666667,1387,25885.08333,"(41.30805489999999, -93.5003454)"
2013,IA,Warren,1183.833333,4.5,1575,26343.66667,"(41.30805489999999, -93.5003454)"
2014,IA,Warren,1060.916667,3.958333333,1550,26809.58333,"(41.30805489999999, -93.5003454)"
2015,IA,Warren,922.1666667000003,3.45,1715,26727.83333,"(41.30805489999999, -93.5003454)"
2010,IA,Wright,491.25,7.175,229,6857.083333,"(42.7273744, -93.66232389999999)"
2011,IA,Wright,465.4166667,6.841666667,182,6787.833333,"(42.7273744, -93.66232389999999)"
2012,IA,Wright,363.75,5.358333333,211,6791.5,"(42.7273744, -93.66232389999999)"
2013,IA,Wright,306.5833333,4.491666667,166,6845.333333,"(42.7273744, -93.66232389999999)"
2014,IA,Wright,284.4166667,4.083333333,152,6960.5,"(42.7273744, -93.66232389999999)"
2015,IA,Wright,271.75,3.925,202,6912.5,"(42.7273744, -93.66232389999999)"
2010,IA,Audubon,194.3333333,5.6,72,3478.25,"(41.7326826, -94.976654)"
2011,IA,Audubon,192.9166667,5.733333332999999,58,3362.916667,"(41.7326826, -94.976654)"
2012,IA,Audubon,154.16666669999995,4.791666667,54,3215.916667,"(41.7326826, -94.976654)"
2013,IA,Audubon,157.91666669999995,4.9,36,3237.416667,"(41.7326826, -94.976654)"
2014,IA,Audubon,140.25,4.308333333,70,3263.083333,"(41.7326826, -94.976654)"
2015,IA,Audubon,129.0833333,3.983333333,168,3239.083333,"(41.7326826, -94.976654)"
2010,IA,Calhoun,279.9166667,6.025,168,4655.666667,"(42.3785903, -94.645035)"
2011,IA,Calhoun,256.5,5.683333332999999,200,4508.583333,"(42.3785903, -94.645035)"
2012,IA,Calhoun,244.25,5.516666667000001,42,4428.416667,"(42.3785903, -94.645035)"
2013,IA,Calhoun,226.25,5.183333333,124,4360.916667,"(42.3785903, -94.645035)"
2014,IA,Calhoun,213.6666667,4.85,148,4426.666667,"(42.3785903, -94.645035)"
2015,IA,Calhoun,193.6666667,4.358333333,186,4458.666667,"(42.3785903, -94.645035)"
2010,IA,Carroll,504.5,4.3,300,11713.5,"(42.0566912, -94.81059549999999)"
2011,IA,Carroll,468.33333330000005,4.025,316,11611.16667,"(42.0566912, -94.81059549999999)"
2012,IA,Carroll,424.75,3.733333333,276,11336.66667,"(42.0566912, -94.81059549999999)"
2013,IA,Carroll,378.5833333,3.358333333,262,11271.83333,"(42.0566912, -94.81059549999999)"
2014,IA,Carroll,355.0833333,3.15,289,11241.41667,"(42.0566912, -94.81059549999999)"
2015,IA,Carroll,297.75,2.625,336,11309.83333,"(42.0566912, -94.81059549999999)"
2010,IA,Clayton,744.75,7.108333332999999,122,10482.5,"(42.7785285, -91.28910359999999)"
2011,IA,Clayton,638.75,6.175,106,10341.16667,"(42.7785285, -91.28910359999999)"
2012,IA,Clayton,577.5,5.708333333,146,10165.25,"(42.7785285, -91.28910359999999)"
2013,IA,Clayton,568.4166667000002,5.658333333,142,10076.16667,"(42.7785285, -91.28910359999999)"
2014,IA,Clayton,508.5,5.025,97,10203.41667,"(42.7785285, -91.28910359999999)"
2015,IA,Clayton,429.6666667,4.191666667,100,10298.33333,"(42.7785285, -91.28910359999999)"
2010,IA,Clinton,1857.916667,7.025,3380,26439.16667,"(41.878563, -90.563609)"
2011,IA,Clinton,1709.5,6.6,3519,25838.58333,"(41.878563, -90.563609)"
2012,IA,Clinton,1542.166667,6.141666667000001,3347,25079.75,"(41.878563, -90.563609)"
2013,IA,Clinton,1434.416667,5.766666667000001,2962,24911.5,"(41.878563, -90.563609)"
2014,IA,Clinton,1302.416667,5.25,3357,24802.33333,"(41.878563, -90.563609)"
2015,IA,Clinton,1230.333333,5.041666667,3359,24432.5,"(41.878563, -90.563609)"
2010,IA,Decatur,270.8333333,6.066666667000001,16,4465.666667,"(40.8146492, -93.8248241)"
2011,IA,Decatur,216.5833333,4.975,10,4342.5,"(40.8146492, -93.8248241)"
2012,IA,Decatur,188.4166667,4.45,6,4243.583333,"(40.8146492, -93.8248241)"
2013,IA,Decatur,193.5,4.508333333,66,4301.583333,"(40.8146492, -93.8248241)"
2014,IA,Decatur,168.33333330000005,3.783333333,4,4446.25,"(40.8146492, -93.8248241)"
2015,IA,Decatur,146.25,3.308333333,52,4431.5,"(40.8146492, -93.8248241)"
2010,IA,Dubuque,3135.833333,5.783333333,4362,54223.33333,"(42.4694679, -90.8294002)"
2011,IA,Dubuque,2747.5,5.05,4111,54377.58333,"(42.4694679, -90.8294002)"
2012,IA,Dubuque,2473.333333,4.516666667,4478,54623.58333,"(42.4694679, -90.8294002)"
2013,IA,Dubuque,2500.833333,4.533333333,3982,55062.41667000001,"(42.4694679, -90.8294002)"
2014,IA,Dubuque,2296.666667,4.125,3740,55647.33333,"(42.4694679, -90.8294002)"
2015,IA,Dubuque,2056.0,3.691666667,4705,55757.0,"(42.4694679, -90.8294002)"
2010,IA,Fayette,787.25,7.158333333,520,11015.16667,"(42.9258199, -91.9099238)"
2011,IA,Fayette,685.5,6.208333333,477,11039.25,"(42.9258199, -91.9099238)"
2012,IA,Fayette,586.8333332999998,5.416666667,290,10794.08333,"(42.9258199, -91.9099238)"
2013,IA,Fayette,562.6666667000002,5.283333333,470,10668.58333,"(42.9258199, -91.9099238)"
2014,IA,Fayette,541.3333332999998,5.016666667,530,10808.41667,"(42.9258199, -91.9099238)"
2015,IA,Fayette,494.1666667,4.558333333,446,10821.25,"(42.9258199, -91.9099238)"
2010,IA,Fremont,234.8333333,5.916666667,0,3978.25,"(40.7400403, -95.6457951)"
2011,IA,Fremont,229.4166667,5.766666667000001,0,3967.583333,"(40.7400403, -95.6457951)"
2012,IA,Fremont,205.0,5.125,0,4009.166667,"(40.7400403, -95.6457951)"
2013,IA,Fremont,173.75,4.191666667,0,4127.666667,"(40.7400403, -95.6457951)"
2014,IA,Fremont,160.91666669999995,3.841666667,8,4174.583333,"(40.7400403, -95.6457951)"
2015,IA,Fremont,138.33333330000002,3.333333333,215,4151.833333,"(40.7400403, -95.6457951)"
2010,IA,Guthrie,378.4166667,6.483333332999999,108,5852.583333,"(41.7530909, -94.479976)"
2011,IA,Guthrie,347.9166667,6.1,101,5689.666667,"(41.7530909, -94.479976)"
2012,IA,Guthrie,312.3333333,5.625,120,5554.916667,"(41.7530909, -94.479976)"
2013,IA,Guthrie,284.75,5.166666667,86,5533.083333,"(41.7530909, -94.479976)"
2014,IA,Guthrie,246.1666667,4.383333333,104,5619.583333,"(41.7530909, -94.479976)"
2015,IA,Guthrie,213.25,3.791666667,152,5625.083333,"(41.7530909, -94.479976)"
2010,IA,Hancock,402.8333333,6.641666667000001,162,6069.583333,"(43.0387322, -93.66232389999999)"
2011,IA,Hancock,331.75,5.583333333,102,5937.416667,"(43.0387322, -93.66232389999999)"
2012,IA,Hancock,273.0833333,4.575,68,5981.5,"(43.0387322, -93.66232389999999)"
2013,IA,Hancock,248.25,3.983333333,56,6210.333333,"(43.0387322, -93.66232389999999)"
2014,IA,Hancock,207.9166667,3.2833333330000003,77,6306.166667,"(43.0387322, -93.66232389999999)"
2015,IA,Hancock,173.91666669999995,2.733333333,84,6370.333333,"(43.0387322, -93.66232389999999)"
2010,IA,Jackson,794.1666667000002,7.158333333,0,11106.25,"(42.1560699, -90.52578229999999)"
2011,IA,Jackson,713.75,6.475,0,10990.41667,"(42.1560699, -90.52578229999999)"
2012,IA,Jackson,591.3333332999998,5.45,0,10818.08333,"(42.1560699, -90.52578229999999)"
2013,IA,Jackson,583.5,5.375,0,10846.5,"(42.1560699, -90.52578229999999)"
2014,IA,Jackson,557.5833332999998,5.066666667,0,11034.33333,"(42.1560699, -90.52578229999999)"
2015,IA,Jackson,473.0,4.233333333,9,11173.0,"(42.1560699, -90.52578229999999)"
2010,IA,Johnson,3349.666667,4.225,5592,79266.83333,"(41.6698982, -91.5983959)"
2011,IA,Johnson,3213.75,4.05,5846,79670.66667,"(41.6698982, -91.5983959)"
2012,IA,Johnson,2954.75,3.675,6494,80296.25,"(41.6698982, -91.5983959)"
2013,IA,Johnson,2821.25,3.4083333330000003,6986,82752.41667,"(41.6698982, -91.5983959)"
2014,IA,Johnson,2591.416667,3.083333333,6386,84150.33333,"(41.6698982, -91.5983959)"
2015,IA,Johnson,2252.5,2.675,7144,83939.16667,"(41.6698982, -91.5983959)"
2010,IA,Kossuth,426.1666667,5.075,256,8381.5,"(43.25133839999999, -94.2333355)"
2011,IA,Kossuth,364.0,4.35,289,8353.5,"(43.25133839999999, -94.2333355)"
2012,IA,Kossuth,325.0833333,3.883333333,254,8384.666667,"(43.25133839999999, -94.2333355)"
2013,IA,Kossuth,301.1666667,3.558333333,243,8474.75,"(43.25133839999999, -94.2333355)"
2014,IA,Kossuth,277.75,3.225,186,8674.583333,"(43.25133839999999, -94.2333355)"
2015,IA,Kossuth,254.0,2.883333333,161,8839.166667,"(43.25133839999999, -94.2333355)"
2010,IA,Madison,543.4166667000002,6.433333332999999,362,8460.75,"(41.2922367, -93.9878427)"
2011,IA,Madison,492.58333330000005,5.958333333,464,8273.333333,"(41.2922367, -93.9878427)"
2012,IA,Madison,453.4166667,5.575,282,8136.166667,"(41.2922367, -93.9878427)"
2013,IA,Madison,410.5,5.075,349,8091.333333,"(41.2922367, -93.9878427)"
2014,IA,Madison,373.3333333,4.533333333,311,8243.0,"(41.2922367, -93.9878427)"
2015,IA,Madison,325.0833333,3.95,279,8241.25,"(41.2922367, -93.9878427)"
2010,IA,Mahaska,800.5,6.733333332999999,732,11914.41667,"(41.32958800000001, -92.6983868)"
2011,IA,Mahaska,690.0,5.808333332999999,839,11833.91667,"(41.32958800000001, -92.6983868)"
2012,IA,Mahaska,603.4166667000002,5.183333333,623,11638.16667,"(41.32958800000001, -92.6983868)"
2013,IA,Mahaska,561.0,4.816666667,570,11652.75,"(41.32958800000001, -92.6983868)"
2014,IA,Mahaska,520.5833333,4.383333333,930,11876.58333,"(41.32958800000001, -92.6983868)"
2015,IA,Mahaska,472.33333330000005,3.991666667,838,11844.33333,"(41.32958800000001, -92.6983868)"
2010,IA,O'Brien,378.8333333,4.658333333,100,8145.583333,"(43.1131245, -95.6457951)"
2011,IA,O'Brien,338.8333333,4.183333333,112,8104.0,"(43.1131245, -95.6457951)"
2012,IA,O'Brien,305.5833333,3.808333333,199,8040.583333,"(43.1131245, -95.6457951)"
2013,IA,O'Brien,292.3333333,3.625,187,8043.0,"(43.1131245, -95.6457951)"
2014,IA,O'Brien,268.5,3.266666667,184,8248.5,"(43.1131245, -95.6457951)"
2015,IA,O'Brien,240.25,2.85,118,8436.25,"(43.1131245, -95.6457951)"
2010,IA,Osceola,180.5,4.908333333,32,3669.333333,"(43.3851953, -95.6037465)"
2011,IA,Osceola,157.41666669999995,4.466666667,20,3527.75,"(43.3851953, -95.6037465)"
2012,IA,Osceola,140.33333330000002,4.133333333,24,3383.5,"(43.3851953, -95.6037465)"
2013,IA,Osceola,130.6666667,3.841666667,10,3409.416667,"(43.3851953, -95.6037465)"
2014,IA,Osceola,114.8333333,3.325,26,3464.416667,"(43.3851953, -95.6037465)"
2015,IA,Osceola,102.0,2.875,176,3546.833333,"(43.3851953, -95.6037465)"
2010,IA,Wapello,1453.583333,7.85,2293,18507.08333,"(41.0148894, -92.38136209999999)"
2011,IA,Wapello,1295.916667,7.15,2165,18117.41667,"(41.0148894, -92.38136209999999)"
2012,IA,Wapello,1242.75,6.95,2394,17891.41667,"(41.0148894, -92.38136209999999)"
2013,IA,Wapello,1146.5,6.325,3010,18135.41667,"(41.0148894, -92.38136209999999)"
2014,IA,Wapello,996.0833332999997,5.5,2616,18166.5,"(41.0148894, -92.38136209999999)"
2015,IA,Wapello,934.6666667000003,5.191666667,2437,18025.66667,"(41.0148894, -92.38136209999999)"
2010,IA,Webster,1397.25,6.941666667000001,3285,20144.91667,"(42.3974963, -94.15137639999999)"
2011,IA,Webster,1378.0,6.966666667,3105,19774.25,"(42.3974963, -94.15137639999999)"
2012,IA,Webster,1216.833333,6.316666667000001,3006,19277.0,"(42.3974963, -94.15137639999999)"
2013,IA,Webster,1049.166667,5.3,3015,19756.91667,"(42.3974963, -94.15137639999999)"
2014,IA,Webster,959.75,4.833333333,3225,19855.66667,"(42.3974963, -94.15137639999999)"
2015,IA,Webster,884.75,4.341666667,3118,20369.41667,"(42.3974963, -94.15137639999999)"
2010,IA,Buchanan,679.0,5.975,442,11351.25,"(42.4566006, -91.9099238)"
2011,IA,Buchanan,632.0,5.658333333,555,11167.08333,"(42.4566006, -91.9099238)"
2012,IA,Buchanan,530.0833333,4.808333333,233,11025.0,"(42.4566006, -91.9099238)"
2013,IA,Buchanan,529.1666667,4.75,47,11168.58333,"(42.4566006, -91.9099238)"
2014,IA,Buchanan,533.5833333,4.633333333,83,11481.41667,"(42.4566006, -91.9099238)"
2015,IA,Buchanan,485.0,4.283333333,346,11321.5,"(42.4566006, -91.9099238)"
2010,IA,Cherokee,318.9166667,4.5,399,7088.583333,"(42.8027756, -95.6457951)"
2011,IA,Cherokee,329.3333333,4.75,316,6935.916667,"(42.8027756, -95.6457951)"
2012,IA,Cherokee,297.1666667,4.341666667,259,6856.916667,"(42.8027756, -95.6457951)"
2013,IA,Cherokee,294.25,4.308333333,256,6841.333333,"(42.8027756, -95.6457951)"
2014,IA,Cherokee,337.5833333,5.1,218,6639.833333,"(42.8027756, -95.6457951)"
2015,IA,Cherokee,330.5,5.191666667,213,6345.916667,"(42.8027756, -95.6457951)"
2010,IA,Crawford,421.4166667,4.7,208,8983.166667,"(42.034686, -95.3102505)"
2011,IA,Crawford,417.3333333,4.725,148,8818.083333,"(42.034686, -95.3102505)"
2012,IA,Crawford,390.75,4.466666667,114,8756.583333,"(42.034686, -95.3102505)"
2013,IA,Crawford,382.25,4.35,179,8770.25,"(42.034686, -95.3102505)"
2014,IA,Crawford,355.9166667,4.058333333,124,8744.666667,"(42.034686, -95.3102505)"
2015,IA,Crawford,368.4166667,4.208333333,145,8754.083333,"(42.034686, -95.3102505)"
2010,IA,Delaware,627.25,6.05,267,10362.16667,"(42.4634009, -91.44346900000001)"
2011,IA,Delaware,559.4166667000002,5.45,286,10251.58333,"(42.4634009, -91.44346900000001)"
2012,IA,Delaware,459.08333330000005,4.475,269,10256.5,"(42.4634009, -91.44346900000001)"
2013,IA,Delaware,446.75,4.316666667,316,10389.58333,"(42.4634009, -91.44346900000001)"
2014,IA,Delaware,397.6666667,3.783333333,404,10540.5,"(42.4634009, -91.44346900000001)"
2015,IA,Delaware,363.8333333,3.4,456,10691.75,"(42.4634009, -91.44346900000001)"
2010,IA,Franklin,376.0,6.2416666670000005,48,6026.833333,"(42.7372361, -93.33889169999999)"
2011,IA,Franklin,306.3333333,5.133333333,42,5970.25,"(42.7372361, -93.33889169999999)"
2012,IA,Franklin,259.9166667,4.458333333,56,5812.25,"(42.7372361, -93.33889169999999)"
2013,IA,Franklin,263.3333333,4.466666667,40,5915.25,"(42.7372361, -93.33889169999999)"
2014,IA,Franklin,236.8333333,3.966666667,27,5985.583333,"(42.7372361, -93.33889169999999)"
2015,IA,Franklin,201.4166667,3.4,36,5962.0,"(42.7372361, -93.33889169999999)"
2010,IA,Hamilton,587.5833332999998,7.258333332999999,772,8082.833333,"(42.4141275, -93.66232389999999)"
2011,IA,Hamilton,656.5,8.8,502,7467.666667,"(42.4141275, -93.66232389999999)"
2012,IA,Hamilton,486.33333330000005,6.891666667000001,618,7048.166667,"(42.4141275, -93.66232389999999)"
2013,IA,Hamilton,382.6666667,5.433333332999999,577,7039.166667,"(42.4141275, -93.66232389999999)"
2014,IA,Hamilton,321.5833333,4.533333333,504,7108.166667,"(42.4141275, -93.66232389999999)"
2015,IA,Hamilton,309.8333333,4.275,431,7234.333333,"(42.4141275, -93.66232389999999)"
2010,IA,Harrison,446.4166667,5.575,212,8001.166667,"(41.6933855, -95.81428849999999)"
2011,IA,Harrison,433.25,5.525,351,7817.75,"(41.6933855, -95.81428849999999)"
2012,IA,Harrison,380.25,5.05,287,7537.333333,"(41.6933855, -95.81428849999999)"
2013,IA,Harrison,338.3333333,4.525,115,7509.166667,"(41.6933855, -95.81428849999999)"
2014,IA,Harrison,302.3333333,4.008333333,114,7548.416667,"(41.6933855, -95.81428849999999)"
2015,IA,Harrison,258.0833333,3.433333333,276,7544.083333,"(41.6933855, -95.81428849999999)"
2010,IA,Humboldt,269.8333333,5.175,114,5226.333333,"(42.7482597, -94.19234000000002)"
2011,IA,Humboldt,259.6666667,5.008333333,152,5169.5,"(42.7482597, -94.19234000000002)"
2012,IA,Humboldt,217.9166667,4.216666667,176,5156.666667,"(42.7482597, -94.19234000000002)"
2013,IA,Humboldt,213.0833333,4.091666667,264,5217.166667,"(42.7482597, -94.19234000000002)"
2014,IA,Humboldt,199.5,3.8,139,5267.916667,"(42.7482597, -94.19234000000002)"
2015,IA,Humboldt,178.83333330000005,3.35,164,5345.5,"(42.7482597, -94.19234000000002)"
2010,IA,Marshall,1378.083333,6.841666667,2640,20155.91667,"(42.0407088, -92.9375739)"
2011,IA,Marshall,1317.583333,6.575,2482,20046.91667,"(42.0407088, -92.9375739)"
2012,IA,Marshall,1271.0,6.416666667,2307,19800.08333,"(42.0407088, -92.9375739)"
2013,IA,Marshall,1190.833333,6.008333333,2038,19801.25,"(42.0407088, -92.9375739)"
2014,IA,Marshall,1069.833333,5.391666667000001,2069,19862.75,"(42.0407088, -92.9375739)"
2015,IA,Marshall,992.9166667000003,5.108333333,2690,19452.16667,"(42.0407088, -92.9375739)"
2010,IA,Mitchell,297.1666667,5.183333333,104,5734.333333,"(43.37107020000001, -92.8577105)"
2011,IA,Mitchell,267.5833333,4.741666667,120,5651.416667,"(43.37107020000001, -92.8577105)"
2012,IA,Mitchell,252.9166667,4.533333333,197,5552.0,"(43.37107020000001, -92.8577105)"
2013,IA,Mitchell,237.3333333,4.316666667,170,5509.0,"(43.37107020000001, -92.8577105)"
2014,IA,Mitchell,194.5833333,3.583333333,121,5468.583333,"(43.37107020000001, -92.8577105)"
2015,IA,Mitchell,159.0,2.841666667,126,5598.916667,"(43.37107020000001, -92.8577105)"
2010,IA,Plymouth,652.25,4.475,683,14568.58333,"(42.776665, -96.15269850000001)"
2011,IA,Plymouth,634.75,4.45,674,14247.5,"(42.776665, -96.15269850000001)"
2012,IA,Plymouth,580.6666667000002,4.091666667,506,14192.08333,"(42.776665, -96.15269850000001)"
2013,IA,Plymouth,579.6666667000002,4.0,634,14491.25,"(42.776665, -96.15269850000001)"
2014,IA,Plymouth,503.33333330000005,3.425,634,14685.83333,"(42.776665, -96.15269850000001)"
2015,IA,Plymouth,419.75,2.833333333,567,14800.66667,"(42.776665, -96.15269850000001)"
2010,IA,Ringgold,123.0833333,4.7,0,2615.083333,"(40.7973811, -94.315422)"
2011,IA,Ringgold,119.4166667,4.591666667,0,2600.25,"(40.7973811, -94.315422)"
2012,IA,Ringgold,112.1666667,4.433333333,19,2537.916667,"(40.7973811, -94.315422)"
2013,IA,Ringgold,107.5833333,4.291666667,82,2514.166667,"(40.7973811, -94.315422)"
2014,IA,Ringgold,97.75,3.858333333,58,2534.416667,"(40.7973811, -94.315422)"
2015,IA,Ringgold,86.91666667,3.4,78,2568.916667,"(40.7973811, -94.315422)"
2010,IA,Woodbury,3683.666667,6.591666667,452,55997.0,"(42.3166158, -95.9832577)"
2011,IA,Woodbury,3127.75,5.725,506,54558.66667000001,"(42.3166158, -95.9832577)"
2012,IA,Woodbury,2835.75,5.216666667,529,54283.08333,"(42.3166158, -95.9832577)"
2013,IA,Woodbury,2643.166667,4.8,490,55222.83333,"(42.3166158, -95.9832577)"
2014,IA,Woodbury,2454.666667,4.366666667,548,56036.0,"(42.3166158, -95.9832577)"
2015,IA,Woodbury,2137.083333,3.808333333,367,56238.58333,"(42.3166158, -95.9832577)"
2010,IA,Allamakee,620.0,7.841666667,0,7916.75,"(43.2430754, -91.44346900000001)"
2011,IA,Allamakee,556.1666667000002,7.191666667000001,0,7745.083333,"(43.2430754, -91.44346900000001)"
2012,IA,Allamakee,489.0,6.433333332999999,37,7595.166667,"(43.2430754, -91.44346900000001)"
2013,IA,Allamakee,484.5,6.341666667,104,7653.333333,"(43.2430754, -91.44346900000001)"
2014,IA,Allamakee,435.25,5.65,14,7714.833333,"(43.2430754, -91.44346900000001)"
2015,IA,Allamakee,378.3333333,4.9,98,7703.166667,"(43.2430754, -91.44346900000001)"
2010,IA,Appanoose,451.1666667,7.275,625,6200.25,"(40.6806102, -92.8577105)"
2011,IA,Appanoose,418.5833333,6.925,791,6052.416667,"(40.6806102, -92.8577105)"
2012,IA,Appanoose,390.0833333,6.516666667000001,859,5987.833333,"(40.6806102, -92.8577105)"
2013,IA,Appanoose,377.0,6.358333332999999,701,5926.666667,"(40.6806102, -92.8577105)"
2014,IA,Appanoose,351.6666667,5.725,724,6159.0,"(40.6806102, -92.8577105)"
2015,IA,Appanoose,307.75,4.933333333,759,6227.416667,"(40.6806102, -92.8577105)"
2010,IA,Chickasaw,485.1666667,7.4,61,6554.916667,"(43.0724667, -92.38136209999999)"
2011,IA,Chickasaw,405.9166667,6.266666667000001,54,6489.75,"(43.0724667, -92.38136209999999)"
2012,IA,Chickasaw,327.0,5.2,171,6295.166667,"(43.0724667, -92.38136209999999)"
2013,IA,Chickasaw,317.1666667,4.983333333,127,6367.25,"(43.0724667, -92.38136209999999)"
2014,IA,Chickasaw,307.25,4.758333333,153,6487.75,"(43.0724667, -92.38136209999999)"
2015,IA,Chickasaw,292.75,4.533333333,183,6459.583333,"(43.0724667, -92.38136209999999)"
2010,IA,Dickinson,631.0,6.883333333,356,9297.25,"(43.4049388, -95.18492189999999)"
2011,IA,Dickinson,583.25,6.3666666670000005,485,9256.416667,"(43.4049388, -95.18492189999999)"
2012,IA,Dickinson,518.3333333,5.7,322,9179.333333,"(43.4049388, -95.18492189999999)"
2013,IA,Dickinson,496.83333330000005,5.4,505,9336.583333,"(43.4049388, -95.18492189999999)"
2014,IA,Dickinson,454.83333330000005,4.741666667,291,9724.666667,"(43.4049388, -95.18492189999999)"
2015,IA,Dickinson,399.5,3.975,378,10216.66667,"(43.4049388, -95.18492189999999)"
